ID,wav,semantics,transcript
3167,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:55:02_3,[{'type': 'norp'| 'filler': 'greens'}],for example the greens do not seem to think that we should make sure that our education and training systems adapt to business needs through stem skills nor that the free trade agreements provide opportunities for investment and jobs.
3168,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:55:02_4,[{'type': 'norp'| 'filler': 'socialists'}],the socialists do not seem to think that social partner agreements should be subject to democratic controls.
3169,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:55:02_5,[{'type': 'gpe'| 'filler': 'union'}],we should be aiming for an efficient union which keeps the better regulation agenda at its core so we need to include all the positive elements in this report.
3170,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_8,[{'type': 'loc'| 'filler': 'euro area'}| {'type': 'cardinal'| 'filler': 'one'}],this has many great advantages only one bank account will be needed for the whole euro area.
3171,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_2,[{'type': 'org'| 'filler': 'econ'}| {'type': 'person'| 'filler': 'bowles'}| {'type': 'org'| 'filler': 'econ committee'}| {'type': 'person'| 'filler': 'barnier'}| {'type': 'org'| 'filler': 'council'}],she would like to thank the representatives of the council commissioner barnier the chair of the econ committee ms bowles the shadow rapporteurs and all those who proposed amendments and contributed to this excellent result as well as the econ secretariat which
3172,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_18,[],since moving to sepa has been too slow in the past this regulation sets a clear end date for the transition.
3173,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_16,[],consumers will have real options to compare prices and get the best price.
3174,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_17,[{'type': 'loc'| 'filler': 'sepa'}| {'type': 'money'| 'filler': 'hundreds of euros'}| {'type': 'gpe'| 'filler': 'eu'}],buying a computer from the cheapest eu retailer may save hundreds of euros making prices go down everywhere in the single market. therefore sepa is in many ways essential for a well functioning internal market.
3175,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_11,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'loc'| 'filler': 'sepa'}],sepa is good news at present concerning the euro and the eu. it will open up national markets to competition and make the payment sector more effective.
3176,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_26,[{'type': 'date'| 'filler': 'two extra years'}],a member state may also allow consumers to use their old bank account number instead of ibans for two extra years.
3177,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_15,[{'type': 'gpe'| 'filler': 'eu'}],easy payments also make it very easy to buy goods and services via the internet from all over the eu.
3178,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_3,[{'type': 'norp'| 'filler': 'european'}| {'type': 'loc'| 'filler': 'single european payment area'}],makes our work possible. the completion of the single european payment area is of great importance for the european internal market and has numerous benefits for our citizens.
3179,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_9,[],if a person is working abroad he or she will not need a new bank account in that country and may receive his or her salary to the one bank account in his or her own home country.
3180,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_7,[{'type': 'loc'| 'filler': 'euro area'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'loc'| 'filler': 'sepa'}],with sepa only one bank account is needed for the whole euro area by using the international bank account number or iban.
3181,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_7,[{'type': 'loc'| 'filler': 'europe'}],sorry but we need to change europe needs to change.
3182,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_9,[],we need to strengthen our economic position in the world. payments are the lubricant of the single market certainly with a view to e commerce and therefore i hope that all the member states will meet the deadlines which are very generous.
3183,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_3,[{'type': 'loc'| 'filler': 'sepa'}],quite frankly if you listen to the benefits that we expect to get from sepa it is completely incomprehensible why it has to take so long why there are such long transition periods and why there are so many exemptions.
3184,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_4,[],we are in the middle of an economic crisis.
3185,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_8,[],we need to complete the internal market;
3186,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:15:10_16,[{'type': 'money'| 'filler': 'eur one hundred and eighty billion'}| {'type': 'money'| 'filler': 'eur sixty billion'}| {'type': 'org'| 'filler': 'eib'}| {'type': 'money'| 'filler': 'eur ten billion'}],for instance a capital increase of eur ten billion would allow the eib to lend approximately eur sixty billion which in turn would attract other financing sources for a total investment of eur one hundred and eighty billion
3187,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:15:10_22,[{'type': 'org'| 'filler': 'european investment bank'}],to provide without any delay additional capital to the european investment bank.
3188,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:15:10_13,[{'type': 'date'| 'filler': 'two thousand and eight'}| {'type': 'org'| 'filler': 'world bank'}| {'type': 'org'| 'filler': 'eib'}],the eib with a lending capacity several times the size of the world bank has been playing a key role in tackling the crisis since two thousand and eight but it is reaching the limits of what it can do with its current capital base.
3189,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:15:10_17,[],for new projects of infrastructure innovation and so on.
3190,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:18:07_7,[],i sent a letter to these governments in order to encourage them to reconsider their decisions and in the forthcoming employment package we also point to the importance of this.
3191,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:20:21_5,[{'type': 'org'| 'filler': 'ecb'}],so my question is why do you want to make it an exhaustive list and why do you not change the logic of the ecb instead of aligning with it when it comes to control measures?
3192,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:03:33_4,[],governments have to address these situations.
3193,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:03:33_1,[],indeed the objective is fully in line with the commission's belief that we have to create a dynamic and inclusive labour market.
3194,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:06:30_5,[],especially to open up competition in product and services markets to improve the business environment and to make better use of structural funds for investment will be crucial in delivering their full benefits.
3195,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:55:50_4,[{'type': 'time'| 'filler': 'thirty seconds'}| {'type': 'time'| 'filler': 'one minute'}],each member has one minute to put his or her question and thirty seconds to put a supplementary.
3196,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:55:50_5,[{'type': 'time'| 'filler': 'one minute'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'time'| 'filler': 'two minutes'}],the commission has two minutes to reply if only one commissioner is to be responsible for answering. if more than one commissioner is to reply each commissioner has one minute's speaking time.
3197,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:59:23_7,[],there was a reference in the forthcoming employment package to the continuing work on restructuring and we will soon after evaluating these summaries decide on what the next follow up should be. we will of course coordinate with the social partners about this decision but let me just finally mention that there is also an important financial implication because in such situations the governments can request the globalisation adjustment fund if the conditions apply.
3198,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:59:23_1,[],this discussion has a certain history with strong involvement by the social partners the trade unions and on the other side the employers having strong views especially because in the crisis period there have been heavy implications as a result of corporate relocations
3199,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:59:23_5,[],in this phase the commission is summarising the answers.
3200,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:59:23_4,[],i think such examples provide lessons for how to develop this discussion.
3201,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:31:18_0,[{'type': 'org'| 'filler': 'european commission'}],yes indeed this is a very important initiative and a very practical initiative of the european commission.
3202,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:58:23_1,[{'type': 'norp'| 'filler': 'european'}],i would like to ask the commissioner whether he does not think it is going a little bit too far to take this to european level considering that most member states do not have these provisions in their whole legal framework.
3203,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:58:23_2,[],this applies particularly to those member states that have developed economies based on large numbers of very specialised contractors.
3204,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:58:23_3,[],in fact these contractors are largely thought of as suppliers.
3205,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:45:06_4,[{'type': 'gpe'| 'filler': 'slovakia'}],perhaps that dimension should be looked at in slovakia and strengthened in the coming period. when i have an opportunity to meet officials of the new government i will certainly raise this point.
3206,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:22:41_0,[],well i think that we disagree on that interpretation but we can probably discuss that in the future in a follow up.
3207,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:20:03_0,[],is the commission satisfied with the explanation you received from the member states which are still keeping the restrictions claiming that our presence will distort the labour market?
3208,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:51:34_0,[{'type': 'time'| 'filler': 'half an hour'}],we have about half an hour left and i have too many questions for that time.
3209,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:59:43_2,[{'type': 'loc'| 'filler': 'europe'}],i think it is also important to note that most of the famous so called controversial cases in the history of the posting of workers in europe come from countries or areas where this liability regime is not applied.
3210,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:15:21_3,[{'type': 'gpe'| 'filler': 'union'}],however when exercising their power the member states must comply with union law in particular the provisions of the treaty on the freedom of establishment and the freedom to provide services.
3211,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:15:21_4,[],the court clearly stated that the right to strike does not fall outside the scope of the freedom of establishment and the freedom to provide services.
3212,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:15:21_5,[],i can also add that the regulation lays down general principles with respect to the exercise of the right to strike within the context of the freedom of establishment and the freedom to provide services.
3213,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:01:23_1,[],i just wanted to point that out.
3214,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:21:28_1,[],however the freedom to provide services must also be respected.
3215,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:21:28_3,[{'type': 'law'| 'filler': 'enforcement directive'}],in order to provide for legal certainty the enforcement directive indicates clearly which control measures are proportionate and justified.
3216,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:02:21_3,[{'type': 'norp'| 'filler': 'british'}| {'type': 'gpe'| 'filler': 'uk'}],most of the uk's energy network is now operated by non british firms.
3217,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:02:21_1,[{'type': 'gpe'| 'filler': 'pembrokeshire'}| {'type': 'money'| 'filler': 'billion pounds'}| {'type': 'money'| 'filler': 'gbp four hundred and fifty million'}| {'type': 'norp'| 'filler': 'german'}| {'type': 'org'| 'filler': 'rwe'}| {'type': 'gpe'| 'filler': 'wales'}],in my own constituency of wales rwe a german company recently spent gbp four hundred and fifty million on non renewable energy generation and a further billion pounds on a state of the art gas power station in pembrokeshire.
3218,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_6,[{'type': 'norp'| 'filler': 'socialist'}],however we ended up voting for the socialist amendment which i believe will not work well.
3219,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_8,[],after all savings are good in any language or i would think for any political party.
3220,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_3,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'date'| 'filler': 'two thousand and twelve'}| {'type': 'cardinal'| 'filler': 'twenty four'}| {'type': 'money'| 'filler': 'eur fifteen million'}| {'type': 'org'| 'filler': 'parliament'}],the parliament pays out over eur fifteen million per year on translations for twenty four languages and worse still in two thousand and twelve the parliament wasted eur.
3221,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_5,[],i welcome this report which proposed a system of interpretation on demand.
3222,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_1,[{'type': 'person'| 'filler': 'shakespeare'}],for their benefit i will try to speak slowly avoid jokes and refrain from littering my speeches with quotations from shakespeare!
3223,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_7,[],it is a shame that this house has missed an opportunity to save more money.
3224,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:56:10_4,[{'type': 'cardinal'| 'filler': 'fifty'}| {'type': 'person'| 'filler': 'mccarthy'}],to regain the public's confidence in the industry now it is absolutely essential that a zero tolerance approach is taken and that those found to be abusing the system are criminally prosecuted. this proposal under ms mccarthy's report will introduce fines of up to fifty of turnover for companies that commit unlawful behaviour as well as providing the option of imposing bans on operating but i believe that custodial sentences also need to be considered.
3225,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:56:10_1,[],such importance however should not exclude the industry from supervision and effective policing and regulation where necessary.
3226,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:29:16_1,[],streamline the interpretation and translation given in committee meetings while guaranteeing and i think this is really important that the principle of multilingualism is not compromised by any changes made.
3227,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:18:25_5,[],investing in energy efficiency measures can bring about immediate and tangible benefits for both households and business in industry such as reduction of costs creation of employment opportunities and growth as well as an encouragement in the transition towards a low carbon economy.
3228,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:18:25_1,[{'type': 'date'| 'filler': 'two thousand and twenty'}| {'type': 'cardinal'| 'filler': 'twenty'}],that said we are facing a severe challenge to meeting the objective of reducing the overall energy consumption by twenty by two thousand and twenty where policies fostering energy efficiency could and should play a stronger role.
3229,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:18:25_0,[{'type': 'gpe'| 'filler': 'eu'}],mr president i voted in favour of this report because we must continue to make sure that energy efficiency is at the very centre of many of our eu policies.
3230,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:18:25_2,[],being energy efficient is very important in terms of getting it right from the very start of new projects.
3231,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:18:25_4,[{'type': 'norp'| 'filler': 'european'}],energy efficiency improvements are decisive for european competitiveness and represent a win win option in the fight against climate change.
3232,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:30:39_2,[{'type': 'cardinal'| 'filler': 'five hundred and fifty two'}| {'type': 'org'| 'filler': 'european parliament'}| {'type': 'cardinal'| 'filler': 'twenty four'}],with twenty four official languages the european parliament's interpretation services have to cover a total of five hundred and fifty two language combinations.
3233,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:31:56_5,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'org'| 'filler': 'parliament'}],adopting this officially would only serve to bring more transparency and dynamism to the workings of parliament and send a signal to eu citizens that the eu is serious in its aim to make efficient and budgetary savings.
3234,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:31:56_1,[{'type': 'cardinal'| 'filler': 'two'}| {'type': 'org'| 'filler': 'council of europe'}| {'type': 'cardinal'| 'filler': 'forty seven'}| {'type': 'cardinal'| 'filler': 'six'}| {'type': 'cardinal'| 'filler': 'hundred and ninety three'}| {'type': 'org'| 'filler': 'un'}],the un with one hundred and ninety three member states operates with just six and the forty seven member state council of europe has just two official languages.
3235,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:31:56_0,[{'type': 'cardinal'| 'filler': 'twenty four'}| {'type': 'cardinal'| 'filler': 'twenty eight'}| {'type': 'gpe'| 'filler': 'eu'}],mr president the eu has twenty eight member states and twenty four official languages.
3236,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:31:56_2,[{'type': 'gpe'| 'filler': 'eu'}],working towards a more efficient and cost effective interpretation process is of course welcome but the recommendations do not offer the radical solution which would be the logical step for an expanding supranational institution such as the eu.
3237,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:42:30_1,[{'type': 'norp'| 'filler': 'conservative'}],however these proposals are not as bad as they could have been thanks to the intervention of conservative meps.
3238,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:42:30_6,[{'type': 'gpe'| 'filler': 'eu'}],at a time when it is difficult enough to get your feet on the property market it should not be up to the eu to decide whether or not parents help their children with their mortgages.
3239,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:42:30_2,[{'type': 'norp'| 'filler': 'uk'}],at least we prevented a range of unintended consequences for the uk mortgage market.
3240,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:48:22_1,[],as previous speakers have said the importance of the report cannot be overstated in view of the fact that a mortgage is often the most important and longest financial commitment a family makes.
3241,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:33:49_2,[{'type': 'norp'| 'filler': 'european'}],as we know transport is the backbone of the european economy. without it the tourism industry could not exist manufacturers could not get their goods to market and life would be impossible.
3242,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:33:49_4,[{'type': 'gpe'| 'filler': 'eu'}],it is crucial that we reduce the impact of transport on climate change while at the same time contributing to improving the health of eu citizens and their quality of life.
3243,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:33:49_5,[],we must not look negatively on the need to reduce the impact of transport on our environment but rather see it as an opportunity because jobs can be created in the r d sector while at the same time we are meeting our environmental targets.
3244,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:31:45_0,[{'type': 'gpe'| 'filler': 'eu'}],mr president in all sectors across the eu maximising our research and innovation potential means we can deliver competitive high quality and sustainable services and the transport sector is no exception.
3245,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:31:45_1,[{'type': 'norp'| 'filler': 'european'}],however the principle of subsidiarity must remain foremost in our consideration of the commission's communication on european transport technology strategy.
3246,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:31:45_2,[],i am concerned that this report points to the initiatives which would be best formulated and executed by the member states themselves.
3247,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:43:35_2,[],most mortgages are local to the country from which the applicant derives.
3248,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:43:35_3,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'person'| 'filler': 'snchez presedo'}| {'type': 'gpe'| 'filler': 'eu'}],every country in the eu has its own culture as regards home ownership and that should be respected but consumer protection should be the defining principle when considering cross border rules and the compatibility of national systems. i congratulate mr snchez presedo on his report on this issue although i still have concerns about how the directive is likely to be implemented across the eu.
3249,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:53:51_0,[{'type': 'gpe'| 'filler': 'union'}],mr president i welcome this report because it is very badly needed in order to enhance investor protection and confidence in the markets and confidence is all important. the report would establish a common regulatory framework on market abuse to ensure the integrity of financial markets in the union.
3250,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:53:51_1,[],the proposal extends the scope of the market abuse framework applying to any financial institution or instrument admitted to trading.
3251,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:53:51_3,[{'type': 'gpe'| 'filler': 'european union'}],there will be no place hopefully as a result of this for market abusers to hide within the european union.
3252,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:53:51_5,[],the regulation will lay down a set of administrative procedures sanctions and fines to ensure a common approach in the member states.
3253,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:53:51_6,[],also the directive will introduce a requirement for all member states to put in place effective proportionate and dissuasive criminal sanctions for the most serious insider dealing and trading and market manipulation offences.
3254,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:23:07_1,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'european union'}],such a strategy would give a very welcome boost to the development of sustainable economic activities in the region which will have a beneficial effect on coastal communities and adjacent inland areas. properly managed fisheries provide employment in some of the most rural and remote parts of the european union and when sensibly managed this is a renewable resource that is very valuable in the fight against unemployment in many isolated parts of the eu.
3255,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:16:16_0,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'gpe'| 'filler': 'eu'}],mr president in what remains a difficult economic time across the eu it is absolutely essential that we ensure that every penny of eu funding is spent in the most cost effective manner possible.
3256,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:16:16_1,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'norp'| 'filler': 'european'}| {'type': 'date'| 'filler': 'today'}],however as outlined in today's report strategic use of european structural and investment funds could drive private investment in energy efficiency across europe and support member states in their efforts to increase their energy efficiency.
3257,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:16:16_2,[{'type': 'gpe'| 'filler': 'eu'}],the most successful and effective initiatives will i believe be those that complement member states' individual efforts to increase energy efficiency with targeted investments of eu funds that contribute to overall growth and job creation within our individual regions.
3258,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:41:01_2,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'date'| 'filler': 'for many years'}| {'type': 'org'| 'filler': 'parliament'}],as previous speakers have said parliament has unsuccessfully called for many years for the need to strengthen procedural rights stressing the need to strike the right balance between the freedom of justice and security. this report finally recognises an overarching principle of basic human and criminal law at eu level.
3259,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:41:01_3,[{'type': 'law'| 'filler': 'eu charter'}| {'type': 'law'| 'filler': 'echr'}],despite the existence of common principles and minimum standards stemming both from the echr and the eu charter provisions governing access to a lawyer vary significantly from one member state to another and this report introduces a level playing field and a measure of consistency.
3260,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:41:01_4,[{'type': 'loc'| 'filler': 'europe'}],in a borderless europe citizens have to be confident that their rights are fully respected and that their security is provided when they are travelling.
3261,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:36:24_0,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'gpe'| 'filler': 'wales'}| {'type': 'norp'| 'filler': 'european'}],mr president i am hugely sceptical about the practical implementation of the european arrest warrant by member states having heard personal stories from my constituents in wales where the arrest warrant has been used to make them face spurious charges under different legal systems of questionable legitimacy in other parts of europe particularly in less regulated sectors such as the construction industry.
3262,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:36:24_1,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'norp'| 'filler': 'european'}],i have serious concerns and see this directive as a step forward towards ensuring that when the european arrest warrant is indeed used the basic rights of citizens across europe such as access to lawyers the confidentiality of all communications with them and access to diplomatic authorities are properly upheld.
3263,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:36:24_2,[{'type': 'date'| 'filler': 'for centuries'}| {'type': 'norp'| 'filler': 'european'}],we cannot create european systems without the necessary protections and safeguards that have been built into national law for centuries.
3264,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:36:24_3,[{'type': 'norp'| 'filler': 'european'}],to make the european arrest warrant work in practice we need to learn from the experiences gained across member states to date and ensure that individual countries do not and cannot abuse their privileges.
3265,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:57:41_9,[],he said that it means the socially constructed roles and behaviours that a society considers appropriate for women and men.
3266,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:57:41_1,[],we are not going to quit until women are free from violence.
3267,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:57:41_5,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'org'| 'filler': 'parliament'}| {'type': 'date'| 'filler': 'last june'}],last june i proudly represented parliament at the signature of the eu accession to the convention a historic step towards preventing those horrible crimes combating impunity and protecting victims.
3268,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:57:41_3,[],it defines violence done to a woman just because she is a woman based on sexism and discrimination.
3269,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:57:41_12,[],it is violence that endangers families not the convention.
3270,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:57:41_11,[],it is not against the traditional family.
3271,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:57:41_13,[{'type': 'gpe'| 'filler': 'bulgaria'}| {'type': 'org'| 'filler': 'european council'}| {'type': 'org'| 'filler': 'council of europe'}| {'type': 'gpe'| 'filler': 'eu'}| {'type': 'date'| 'filler': 'today'}],today we call on the eu and the council of europe to do more in dialogue with member states on the issue of gender engaging with civil society religious groups and women ngos we call on the presidency to put this issue on the agenda of the european council for as long as it takes and we call on bulgaria to reopen the ratification process.
3272,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:57:41_2,[],the convention is the only binding treaty that criminalises violence against women and domestic violence.
3273,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:57:41_8,[{'type': 'org'| 'filler': 'council of europe'}],the council of europe commissioner for human rights recently clarified that the arguments pretending that the word gender' has hidden purposes are simply not true.
3274,fine-tune/20180312-0900-PLENARY-14-en_20180312-20:05:41_5,[],they are doing that because they want to push forward their ideology of taking away our rights.
3275,fine-tune/20180312-0900-PLENARY-14-en_20180312-20:05:41_9,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'law'| 'filler': 'istanbul convention'}| {'type': 'gpe'| 'filler': 'european union'}],we will be the generation of feminists that will make sure that women are protected from gender based violence all over the european union. we will ratify the istanbul convention all over the european union and make sure that there is an end to gender based violence.
3276,fine-tune/20180312-0900-PLENARY-14-en_20180312-20:05:41_8,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'date'| 'filler': 'one hundred years ago'}],the suffragettes one hundred years ago in many parts of europe fought for the right of women to vote.
3277,fine-tune/20180312-0900-PLENARY-14-en_20180312-20:05:41_6,[],we will not give up;
3278,fine-tune/20180312-0900-PLENARY-14-en_20180312-20:05:41_0,[{'type': 'gpe'| 'filler': 'european union'}],madam president colleagues let's face it we are experiencing a major backlash on women's rights in the european union.
3279,fine-tune/20180312-0900-PLENARY-14-en_20180312-20:05:41_2,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'event'| 'filler': 'istanbul convention'}| {'type': 'gpe'| 'filler': 'european union'}],that is simply not the case anymore because we see attacks on women's rights all over the european union and those who are attacking women's rights have now chosen the istanbul convention as one of the battlefields in this discussion.
3280,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_11,[],they concern the fear that ratifying the convention would mean forcing states to allow same sex marriage or to introduce a new refugee status for transgender or intersex persons.
3281,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_13,[],the convention is about preventing and combating violence against women without other hidden purposes. it is not an instrument for shaping gender perceptions or ideologies.
3282,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_6,[{'type': 'gpe'| 'filler': 'eu'}],the commission's intention is to conclude full eu ratification as soon as possible.
3283,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_8,[{'type': 'cardinal'| 'filler': 'seventeen'}| {'type': 'gpe'| 'filler': 'eu'}],despite the fact that all eu countries have signed the convention and seventeen have so far ratified it we see strong opposition against ratification in a few countries.
3284,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_5,[],on the prevention and protection of victims of gender based violence.
3285,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_1,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'cardinal'| 'filler': 'three'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'date'| 'filler': 'fifteen'}],we are all familiar with the figures from the age of fifteen one in three women in europe has been a victim of physical violence sexual violence or both;
3286,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_7,[{'type': 'law'| 'filler': 'council of europe convention'}| {'type': 'org'| 'filler': 'european parliament'}],i would like to thank the european parliament for constantly speaking out alongside the commission about the importance of ratifying the council of europe convention on prevention and protection of victims of gender based violence.
3287,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_12,[],let me be very clear on this.
3288,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_21,[],i sincerely hope that those member states that still have doubts about joining the convention will consider its fundamental purpose to prevent violence against women and to support and protect those women who fall victim to violence.
3289,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_18,[],nowhere in the convention is it stated that a new refugee status should be established for transgender or intersex persons or for any other group.
3290,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_16,[],in fact no reference is made to the legal recognition of same sex marriages this subject is outside of the scope of the convention.
3291,fine-tune/20180312-0900-PLENARY-14-en_20180312-19:52:52_10,[],for example these concern the use and translation of the term gender'.
3292,fine-tune/20180312-0900-PLENARY-14-en_20180312-20:19:31_1,[{'type': 'loc'| 'filler': 'europe'}],when i speak with women's rights defenders from all over the world i realise how lucky we are to have such an instrument in europe.
