ID,wav,semantics,transcript
4763,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_17,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'org'| 'filler': 'eib'}| {'type': 'org'| 'filler': 'ecb'}| {'type': 'org'| 'filler': 'european banking authority'}| {'type': 'norp'| 'filler': 'european'}| {'type': 'date'| 'filler': 'yesterday'}| {'type': 'ordinal'| 'filler': 'third'}],third on banks the decisions taken yesterday by member states will pave the way for a restoration of confidence in the european banking sector. we are working to design an approach for medium and long term funding of banks while also requiring banks to hold a significantly higher capital ratio after taking account of sovereign debt exposures. the commission will continue to work hand in hand with the european banking authority the ecb and the eib to implement these measures through a fully coordinated approach at european union level.
4764,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_35,[{'type': 'person'| 'filler': 'olli rehn'}| {'type': 'date'| 'filler': 'today'}],today i can announce to you that i intend to entrust olli rehn with a reinforced status and additional working instruments. he is to become commission vice president for economic and monetary affairs and the euro. this is the best way to guarantee independence objectivity and efficiency in the exercise of the commission's responsibility of coordination
4765,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_45,[{'type': 'law'| 'filler': 'single market act'}],they include getting agreement on the single market act by the end
4766,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_11,[{'type': 'gpe'| 'filler': 'greece'}| {'type': 'ordinal'| 'filler': 'first'}],first on greece the solution found this morning includes a credible and appropriate degree of private sector involvement.
4767,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_33,[],this package will give direction to the moves towards integration and convergence.
4768,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_43,[{'type': 'org'| 'filler': 'european council'}],i am happy to say that most of these proposals are now reflected in the conclusions of the european council.
4769,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_61,[{'type': 'date'| 'filler': 'for many months'}],the commission has argued for many months that to complete our monetary union with an economic union we need stronger governance in the euro
4770,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_28,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'date'| 'filler': 'next month'}| {'type': 'date'| 'filler': 'today'}],today i can announce to you that next month we will present a comprehensive package on further deepening european union and euro area economic governance.
4771,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_58,[],i will consult widely with this house on the issue.
4772,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_69,[],this coherence and compatibility can only be achieved through the community institutions because they are the ones mandated to act in the interests of all our member states and our citizens in a rule based indeed treaty based
4773,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_80,[{'type': 'date'| 'filler': 'today'}| {'type': 'work_of_art'| 'filler': 'state of the union'}| {'type': 'org'| 'filler': 'parliament'}| {'type': 'date'| 'filler': 'a day'}],in a day. as i said in this parliament in my state of the union address this is a marathon not a sprint. but today we are witnessing a level of determination that should give hope and confidence
4774,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_20,[{'type': 'gpe'| 'filler': 'italy'}],it is now imperative that italy implement these commitments fully and according to a clear and coherent timetable.
4775,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_50,[],risk. for its part the commission has also pledged to fast track a number of proposals.
4776,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_72,[{'type': 'cardinal'| 'filler': 'thirty'}| {'type': 'event'| 'filler': 'g twenty'}| {'type': 'date'| 'filler': 'end of this year'}| {'type': 'event'| 'filler': 'g twenty'}| {'type': 'loc'| 'filler': 'europe'}],level. europe strives to lead the global crisis response at the g twenty but of course we will not have the credibility to lead if we can not show as we have shown that we are able to move towards a real solution for our own problems. by the end of this year the commission will have presented all its proposals on overhauling the banking system in line with our g twenty commitments. that means over thirty pieces of legislation all of which aim to make the sector more responsible and to restore its position as a service to the real
4777,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_26,[{'type': 'org'| 'filler': 'parliament'}],but we will now go beyond the legislation recently adopted by this parliament.
4778,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_56,[],it is about restoring their trust and confidence in our social market economy.
4779,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_74,[{'type': 'event'| 'filler': 'g twenty summit'}| {'type': 'org'| 'filler': 'g twenty'}| {'type': 'ordinal'| 'filler': 'first'}| {'type': 'loc'| 'filler': 'europe'}],support. europe is also the first constituency in the g twenty to have proposed a financial transaction tax which we shall present at the g twenty summit in
4780,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_68,[{'type': 'law'| 'filler': 'community acquis'}| {'type': 'loc'| 'filler': 'euro area'}],the reinforcement of the governance of the euro area must be done in a way that ensures the integrity of the single market and the whole community acquis.
4781,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_51,[{'type': 'date'| 'filler': 'thirty november'}],for instance on thirty november we will put forward a proposal on facilitating access to venture capital as part of the single market
4782,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_73,[{'type': 'org'| 'filler': 'parliament'}],economy. i know how much this parliament is committed to this agenda and i thank you for your constant
4783,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_27,[],the commission is committed to a true economic union through increased convergence.
4784,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_75,[{'type': 'gpe'| 'filler': 'manhattan'}| {'type': 'gpe'| 'filler': 'madrid'}| {'type': 'gpe'| 'filler': 'cannes'}],cannes. i believe that the protest movements we have witnessed in recent weeks from madrid to manhattan show that this is the kind of action people expect from their leaders to ensure that the financial sector contributes to
4785,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_16,[],increasing the credibility of our firewalls is the single most crucial element of our crisis resolution efforts the element that underpins the credibility of all our other actions.
4786,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_34,[{'type': 'org'| 'filler': 'parliament'}],it will give energy to our joint efforts the efforts of all the institutions and it will do so while upholding the principle of prioritising the community method. in this context the independent and objective authority of the commission is even more important a view often expressed by this parliament.
4787,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_44,[],the commission is now working on the proposals i presented in my state of the union address and in my announcement to this house of the commission's roadmap to stability and growth.
4788,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_66,[{'type': 'gpe'| 'filler': 'european union'}| {'type': 'loc'| 'filler': 'euro area'}],we do not want artificial divisions between the member states of the euro area and all the other member states of the european union.
4789,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_10,[{'type': 'cardinal'| 'filler': 'five'}],let me take the five elements briefly one by one.
4790,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_32,[{'type': 'date'| 'filler': 'next year'}],we will also anticipate in this package the annual growth survey to give even more coherence and focus to the preparation of next year's economic policies.
4791,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_42,[{'type': 'org'| 'filler': 'european commission'}| {'type': 'org'| 'filler': 'european council'}| {'type': 'date'| 'filler': 'sunday'}],on sunday the european council devoted a great part of its work to this and i am pleased to have presented my vision the vision of the european commission to all the heads of state and government.
4792,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_60,[{'type': 'org'| 'filler': 'european parliament'}],the european parliament has to be fully involved in such major changes.
4793,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_29,[{'type': 'law'| 'filler': 'article one hundred and thirty six'}],this will include a codecision regulation linking surveillance with efsf and esm assistance on the basis of article one hundred and thirty six of the treaty;
4794,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_14,[{'type': 'ordinal'| 'filler': 'second'}],second the agreement on the leveraging of the efsf means that we have also maximised the potential of our backstops.
4795,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_36,[{'type': 'loc'| 'filler': 'euro area'}| {'type': 'gpe'| 'filler': 'union'}],surveillance and enforcement in the area of the economic governance of the union and of the euro area in particular.
4796,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_46,[{'type': 'law'| 'filler': 'services directive'}| {'type': 'date'| 'filler': 'two thousand and twelve'}],of; two thousand and twelve fully implementing the services directive and rapidly adopting our proposals to temporarily increase co financing rates in countries under adjustment programmes.
4797,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_64,[{'type': 'loc'| 'filler': 'euro area'}],but it is true that by working to embed stricter discipline and stronger governance into the euro area in particular we may help to prevent a future crisis.
4798,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_79,[],renewal. it is clear that growth and prosperity will not be restored
4799,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_12,[{'type': 'gpe'| 'filler': 'greece'}],this will ease market pressure on greece and allow the country to continue its programmes of reforms.
4800,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_40,[{'type': 'person'| 'filler': 'algirdas emeta'}| {'type': 'person'| 'filler': 'olli rehn'}| {'type': 'date'| 'filler': 'november'}],these decisions will be transmitted to this house before the november plenary session and both olli rehn and algirdas emeta are ready to appear before the relevant parliamentary committee.
4801,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_62,[],area. we need more integration more discipline more convergence.
4802,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_53,[{'type': 'date'| 'filler': 'before the end of this year'}],before the end of this year the commission will propose a youth opportunities initiative to boost youth employment also building on the resources of the european social fund
4803,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_71,[{'type': 'event'| 'filler': 'g twenty'}| {'type': 'loc'| 'filler': 'europe'}| {'type': 'loc'| 'filler': 'europe'}| {'type': 'gpe'| 'filler': 'cannes'}| {'type': 'event'| 'filler': 'g twenty summit'}| {'type': 'date'| 'filler': 'months'}| {'type': 'date'| 'filler': 'the last weeks'}| {'type': 'date'| 'filler': 'the last days'}],the bold decisions taken over the last days and indeed over the last weeks and months allow us to take a message to our partners at the g twenty summit in cannes of a europe that is determined that is responsible that is united. europe will push at the g twenty for an ambitious action plan that can address the challenges and imbalances that are still hindering growth at the global
4804,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_38,[],at the same time i believe that it is also important to ensure the credibility and further reinforce the independence and objectivity of all our technical work not only in terms of economic preparations but also in terms of the independent collection of statistical
4805,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_25,[{'type': 'norp'| 'filler': 'european'}| {'type': 'cardinal'| 'filler': 'six'}],in effect heads of state and government have pledged to build on the measures of the six pack' and the european semester by strengthening the commission's role in assessing monitoring and coordinating national economic policies and budgets.
4806,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_8,[],they mean the beginning of a long path of hard work.
4807,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:58:32_4,[{'type': 'date'| 'filler': 'twelve october'}],we insisted that the different aspects of the crisis should be tackled together and not in a piecemeal purely reactive fashion. we set this out in the roadmap to stability and growth which i presented to you on twelve october and also sent to heads of state and government at the same time.
4808,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:27:27_2,[{'type': 'date'| 'filler': 'the last twenty months'}],a global approach to stabilise the euro and i am relieved because finally and it has to be repeated we are now abandoning our hesitant approach of the last twenty months. let us also be very blunt about that this crisis and the reason for this mess has been prolonged and worsened by the way this has been handled from the beginning
4809,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:27:27_25,[{'type': 'date'| 'filler': 'yesterday'}| {'type': 'ordinal'| 'filler': 'twenty eight'}],what we need is to use article twenty eight of the conclusions of yesterday.
4810,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:27:27_21,[],but that is not the economic governance we
4811,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:27:27_5,[],a few good days on the markets do not mean that we have already reached our goal and that the euro is still stable and again stable and again strengthened.
4812,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:27:27_31,[],commons. but let us be honest he is pleased to be outside but he wants to be inside to influence all these decisions and he is criticising
4813,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:07:21_5,[{'type': 'loc'| 'filler': 'asia'}| {'type': 'loc'| 'filler': 'middle east'}],will we possibly see control of the region's banking system handed over to the middle east and asia?
4814,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:07:21_9,[{'type': 'loc'| 'filler': 'europe'}],as the leaders of europe have been bickering and squabbling and falling deeper into the mire the newly elected president should surely have jumped to attention and started to flex his muscles.
4815,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:07:21_12,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'org'| 'filler': 'united nations'}],outside the united nations you stated that the eu was the fatherland of democracy.
4816,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:07:21_10,[{'type': 'norp'| 'filler': 'european'}],but you have been about as visible as credit in the european governments' treasury.
4817,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:07:21_11,[{'type': 'norp'| 'filler': 'european'}],the euro has done more for european disunity than anything else turning country against country leader against leader taxpayer against government.
4818,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:07:21_6,[{'type': 'norp'| 'filler': 'european'}| {'type': 'norp'| 'filler': 'greek'}| {'type': 'money'| 'filler': 'eur twenty billion'}| {'type': 'money'| 'filler': 'eur one hundred billion'}| {'type': 'loc'| 'filler': 'europe'}],europe is not giving new money to the banks and instead they are expected to find eur one hundred billion themselves and also write down eur twenty billion of greek debt. this can only come from restricted lending or from outside investors taking advantage of the buyers' market and will probably end up buying up most of the european banking system.
4819,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:07:21_8,[{'type': 'person'| 'filler': 'van rompuy'}| {'type': 'gpe'| 'filler': 'greece'}| {'type': 'org'| 'filler': 'g twenty'}],perhaps you are going to take raffle tickets to the next g twenty meeting with the top prize being greece. this whole period has raised some serious questions about you mr van rompuy.
4820,fine-tune/20111027-0900-PLENARY-4-en_20111027-12:07:21_4,[],how will that affect growth in the economy?
4821,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_1,[{'type': 'org'| 'filler': 'council'}],they start with the council congratulating itself for having taken unprecedented steps to combat the effects of the financial crisis.
4822,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_7,[{'type': 'cardinal'| 'filler': 'three'}| {'type': 'date'| 'filler': 'next few years'}],now it is calling on member states to focus public spending on growth areas but there is no real public money available to spend on growth areas in the next few years what with the collapse in growth rates and the demand that deficits be brought under three by.
4823,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_9,[{'type': 'date'| 'filler': 'two thousand and twelve'}],two thousand and twelve this is fundamentally anti democratic;
4824,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_3,[],the conclusions go on to talk about our ambitious agenda for growth' but the truth is we simply do not have an agenda for growth and we certainly do not have one for job creation.
4825,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_5,[],it is quite outrageous that the conclusions talk about improving the growth and employment outlook.
4826,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_13,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'norp'| 'filler': 'martin schulz'}| {'type': 'norp'| 'filler': 'european'}| {'type': 'law'| 'filler': 'stability and growth pact'}],it would shift the essence of the stability and growth pact away from political debate and profoundly affect the way that progressive politics can be conceived and pursued at both national and european level. the other striking thing about these conclusions mentioned by martin schulz is the total lack of regard for this parliament.
4827,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_11,[],it is an attempted rightwing coup which tries to freeze out alternative ideological approaches to dealing with the crisis.
4828,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_12,[],the budget balance concept is a political concept and if it becomes embedded in national constitutions it will permanently enshrine a major chunk of rightwing ideology moving it away from normal democratic processes.
4829,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_2,[],the fact is that it has been forced to take unprecedented steps but always too little and too late forced to do so by nervous markets because of its uncertainty and hesitation.
4830,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_4,[{'type': 'cardinal'| 'filler': 'twenty three million'}],we should have with twenty three million people unemployed but incredibly these conclusions do not even mention unemployment.
4831,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_8,[{'type': 'law'| 'filler': 'stability and growth pact'}| {'type': 'loc'| 'filler': 'euro area'}| {'type': 'law'| 'filler': 'europe plus pact'}| {'type': 'norp'| 'filler': 'european'}| {'type': 'cardinal'| 'filler': 'six'}| {'type': 'date'| 'filler': 'two thousand and thirteen'}],two thousand and thirteen to make matters worse the conclusions later say that building on the six pack' the european semester and the europe plus pact euro area member states will be required to adopt the fiscal rules translating the stability and growth pact deficit and debt rules into national legislation preferably at a constitutional level by the end of.
4832,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:57:35_6,[{'type': 'org'| 'filler': 'epp'}| {'type': 'org'| 'filler': 'liberals'}| {'type': 'org'| 'filler': 'council'}| {'type': 'date'| 'filler': 'a few weeks ago'}],just a few weeks ago the council with the support of the liberals and epp here was happy to agree an economic governance package without accepting any differentiated treatment of public investment spending.
4833,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_26,[],this will never be passed.
4834,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_20,[{'type': 'org'| 'filler': 'eurozone'}],we should allow non eurozone members such as my country to decide again if they even wish to enter.
4835,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_11,[{'type': 'gpe'| 'filler': 'eu'}],this is an unprecedented case and i am afraid that it will create an enormous burden for the eu economy and that it will result in very high long term costs.
4836,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_17,[{'type': 'loc'| 'filler': 'eurozone'}],i have the feeling that the only answer to the current problems will be the reduction of the eurozone and sooner or later this will have to be done like it or not.
4837,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_24,[],we have found a very costly and only temporary solution.
4838,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_22,[{'type': 'norp'| 'filler': 'czech'}],that is the main reason why for instance the czech prime minister wishes to call a referendum on this matter which has my full support.
4839,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_8,[],the vast amount of both private and public funds will be poured into the debt bailouts.
4840,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_6,[],only a buying of time a temporary solution.
4841,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_2,[{'type': 'cardinal'| 'filler': 'one'}],one good thing is the call for a balanced budget the so called balanced budget rule.
4842,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_14,[{'type': 'org'| 'filler': 'council'}| {'type': 'date'| 'filler': 'sunday'}],i was very pleased to see sunday's council giving a renewed commitment to completion of a single market.
4843,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_10,[{'type': 'norp'| 'filler': 'european'}],this means that we are at the very beginning of a massive fiscal transfer and one never before seen in european history.
4844,fine-tune/20111027-0900-PLENARY-4-en_20111027-11:34:56_18,[],that is the only reasonable way out of this mess.
4845,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_0,[{'type': 'gpe'| 'filler': 'union'}| {'type': 'time'| 'filler': 'a few hours ago'}],mr president dear colleagues good morning as i said to the journalist only a few hours ago. all the union's institutions and governments have been expending significant political capital
4846,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_14,[{'type': 'gpe'| 'filler': 'greece'}],it also includes a voluntary contribution by private creditors who had lent to greece.
4847,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_64,[{'type': 'loc'| 'filler': 'eurozone'}| {'type': 'date'| 'filler': 'today'}],just because of the new instruments such as the european semester but also as a result of events. today no government can afford to underestimate the possible impact of public debts or bubbles in another eurozone country on its own economy;
4848,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_96,[],difficult. improvements are possible and it can be useful to give the public and the markets a sense of our medium term
4849,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_6,[],there is some truth in this.
4850,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_12,[],the new programme includes an extra effort by the official sector.
4851,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_30,[],this ambitious package in particular the measures to increase competiveness and to liberalise the economy now needs implementation.
4852,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_40,[{'type': 'cardinal'| 'filler': 'one'}],all along we had a double duty dealing with the current crisis and preventing a new one from arising;
4853,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_62,[],i am very happy about this achievement and your improvements to
4854,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_79,[{'type': 'cardinal'| 'filler': 'seventeen'}],that. moreover monetary policy is at the heart of economic policy and the seventeen have a common monetary
4855,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_90,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'org'| 'filler': 'european council'}| {'type': 'cardinal'| 'filler': 'twenty seven'}],and the. twenty seven not only is it my intention to organise euro summits if possible immediately following a european council meeting but it is also the case that the commission and parliament will continue to play their
4856,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_38,[],everything is in everything and vice versa.
4857,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_48,[{'type': 'date'| 'filler': 'three months'}| {'type': 'cardinal'| 'filler': 'seventeen'}| {'type': 'date'| 'filler': 'the summer'}],however during the summer some doubts crept in about the package's implementation. although these proved unfounded in the end all seventeen parliaments duly approved it within three months the harm was done.
4858,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_23,[{'type': 'loc'| 'filler': 'europe'}],we approved a coordinated scheme to recapitalise banks across europe.
4859,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_53,[{'type': 'gpe'| 'filler': 'greece'}],it became necessary to take further measures both for greece and to stop contagion as well as to address weaknesses in the banking system.
4860,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_98,[],right. this brings me to my concluding remark on our
4861,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_8,[{'type': 'cardinal'| 'filler': 'five'}| {'type': 'date'| 'filler': 'sunday'}| {'type': 'date'| 'filler': 'yesterday'}],we therefore took yesterday and on sunday important decisions on the five fronts where action is needed.
4862,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_55,[{'type': 'org'| 'filler': 'european council'}| {'type': 'date'| 'filler': 'sunday'}],sunday's european council discussed this extensively and adopted measures to stimulate growth and create jobs. beyond the immediate crisis we have all along kept sight of the broader picture.
4863,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_77,[],states. my reasoning is
4864,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_21,[{'type': 'cardinal'| 'filler': 'five'}| {'type': 'cardinal'| 'filler': 'four'}],each option could lead to leverage of up to four or five times. they can be used simultaneously so as to increase the robustness of the financing strategy.
4865,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_51,[{'type': 'date'| 'filler': 'july'}],on top of this we have had to work since july in a different economic climate.
4866,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_73,[],we all work in the same direction sound budgets lower debts sustainable
4867,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_18,[{'type': 'cardinal'| 'filler': 'two'}],we have identified two approaches for the efsf.
4868,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_68,[{'type': 'date'| 'filler': 'decade'}| {'type': 'ordinal'| 'filler': 'first'}],equal. they were asleep in the euro's first decade and even if they are currently overreacting the markets will not go back to sleep
4869,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_81,[],mix. monetary policy alone is not enough to deal with the situation.
4870,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_27,[],this is essential for the prospects for growth.
4871,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_87,[{'type': 'cardinal'| 'filler': 'twenty seven'}],among the. twenty seven it gives the union cohesion and is the very basis of our prosperity.
4872,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_94,[{'type': 'ordinal'| 'filler': 'first'}],measures. my intention is that we discuss first the what' before we discuss
4873,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_2,[{'type': 'loc'| 'filler': 'eurozone'}],from a series of national debt crises the situation was evolving into a systemic concern threatening the stability of the eurozone as whole and this threat had to be contained.
4874,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_16,[{'type': 'org'| 'filler': 'european financial stability facility'}| {'type': 'cardinal'| 'filler': 'five'}| {'type': 'ordinal'| 'filler': 'second'}],the second front a sufficient firewall against contagion thanks to an agreement to multiply up to five fold the firepower of the european financial stability facility rescue fund.
4875,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_34,[{'type': 'org'| 'filler': 'european commission'}| {'type': 'org'| 'filler': 'european council'}],i have worked hard with all the european council members and in particular the president of the european commission to achieve this result.
4876,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_29,[{'type': 'gpe'| 'filler': 'italy'}| {'type': 'org'| 'filler': 'euro summit'}],in this context the euro summit welcomes the clear commitment of italy to achieve these objectives and to abide by the timetable it set itself.
4877,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_59,[{'type': 'cardinal'| 'filler': 'one'}],people who only focus on one or other aspect and rush to denounce them as insufficient miss the overall picture and the interactions between the various elements.
4878,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_4,[{'type': 'time'| 'filler': 'last night'}],last night was a crucial political step which still requires as after any such meeting technical and legal follow up.
4879,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_42,[{'type': 'cardinal'| 'filler': 'six'}],you too have participated in that process for instance through the legislation on the supervision of the financial sector and more recently the six pack' on economic governance.
4880,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_60,[{'type': 'cardinal'| 'filler': 'six'}| {'type': 'cardinal'| 'filler': 'three'}],it is the overall combination of institutional pressure peer pressure and market pressure that will help us to avoid getting into such difficulties again. all three forms of pressure have been enhanced institutional pressure above all thanks to the financial sector supervision and the six pack legislation
4881,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_89,[{'type': 'cardinal'| 'filler': 'seventeen'}],of trust. i will personally do my utmost to avoid divisions between the seventeen
4882,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_105,[],credible. in politics one needs time to bring everybody on board and tie diverse interests together in a solid
4883,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_109,[{'type': 'loc'| 'filler': 'europe'}],reaction. improving europe's capacity to act is the best sign of mutual trust we can give to the public the markets and ourselves.
4884,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_101,[],of a mouse. political processes even if they are working at their most rapid cannot deliver
4885,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_107,[],cement. yet it is crucial that we put in place rules and procedures that will anticipate problems in the future and prevent them from
4886,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_100,[],too late. the markets have the luxury of moving at the speed of a click
4887,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_106,[],package. time is the politician's
4888,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_108,[],arising. and it is also crucial that we develop emergency procedures enabling a more speedy and flexible
4889,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_102,[{'type': 'date'| 'filler': 'two and a half months'}| {'type': 'cardinal'| 'filler': 'seventeen'}| {'type': 'date'| 'filler': 'july'}],so speedily. approval of the july package by the seventeen national parliaments in two and a half months is impressive by political standards even if it is slow by market
4890,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_104,[],negotiation. moreover at some point the request to always be faster is just not
4891,fine-tune/20111027-0900-PLENARY-4-en_20111027-10:41:57_95,[{'type': 'ordinal'| 'filler': 'first'}],the how'. first we should examine the goals and only afterwards the legal instruments required to get there. treaty changes are
