ID,wav,semantics,transcript
3091,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:19:49_10,[],this practice might also be considered as contrary to the standard of professional diligence which this directive requires traders to live up to.
3092,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:19:49_11,[],however the honourable member should be aware that it is up to national enforcement authorities to determine whether such practices are unfair and to pursue the offending companies.
3093,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:19:49_12,[],the commission does not have any enforcement powers;
3094,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:19:49_13,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'norp'| 'filler': 'european'}],consumers who have purchased cross border services can however complain to the european consumer centre in their home country which should be able to help them receive redress from traders in other eu countries.
3095,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:17:53_0,[{'type': 'date'| 'filler': 'last three years'}| {'type': 'person'| 'filler': 'harbour'}],i had the privilege of working with mr harbour which i very much enjoyed so please let me thank you specifically and personally for this opportunity over the last three years.
3096,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:17:53_6,[{'type': 'cardinal'| 'filler': 'one'}],i think that one of these missing links is the retail market.
3097,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:42:05_0,[],initially i was a bit taken aback by the opening remarks of the commissioner but then he clarified the situation.
3098,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:42:05_2,[{'type': 'gpe'| 'filler': 'european union'}],there are great opportunities there to develop tourism right throughout the european union and i am quite happy to work with the commission and to do anything we can because it is an opportunity.
3099,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:17:03_0,[{'type': 'ordinal'| 'filler': 'first'}| {'type': 'cardinal'| 'filler': 'two'}| {'type': 'person'| 'filler': 'kuneva'}],mr president i particularly wanted to be here this evening because i think that this is mrs kuneva's last opportunity to speak to us as commissioner and i wanted to pose two questions. first of all would she agree with me that consumer information and sweeps and her work have been dramatically increased during her tenure
3100,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:08:34_2,[],we are talking now about health claims.
3101,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:08:34_3,[],when a producer makes a claim that a product is good for your health for this or that reason then it has to be scientifically substantiated that this really is so.
3102,fine-tune/20091124-0900-PLENARY-14-en_20091124-20:25:33_2,[],that is straightforward best practice.
3103,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_9,[{'type': 'gpe'| 'filler': 'eu'}],these are matters of national sovereignty and the freedom of the voters not the eu.
3104,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_1,[{'type': 'ordinal'| 'filler': 'first'}],the failings of the railway package are laughable and the share of freight being moved by rail has actually fallen since the first railway package in.
3105,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_7,[],was anything enforced?
3106,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_3,[],the commission will not enforce the regulations on battery cages for hens which may well force producers who have complied out of business. so what is this about enforcement?
3107,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_5,[{'type': 'gpe'| 'filler': 'eu'}],some pay fines then continue to break the same rule because the annual revenue collected exceeds the amount of the annual eu fine.
3108,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_11,[],the legislation does not require clarification or improvement.
3109,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_10,[],the report criticises member states for lack of investment to meet this package but we are in a middle of an economic crisis.
3110,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_2,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'date'| 'filler': 'two thousand and one'}],two thousand and one are the eu regulations enforced?
3111,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_4,[],will cash strapped national governments pay their fines?
3112,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_6,[{'type': 'org'| 'filler': 'european court of justice'}| {'type': 'cardinal'| 'filler': 'thirteen'}],the commission has taken thirteen member states to the european court of justice for failing to correctly implement various parts of the railway package.
3113,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:51:46_8,[{'type': 'gpe'| 'filler': 'eu'}],here the eu sought control over national policy making decisions on railways for example stopping the political will to run nationalised railways.
3114,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:50:33_2,[{'type': 'norp'| 'filler': 'british'}| {'type': 'gpe'| 'filler': 'brussels'}],due to kowtowing to brussels measures are implemented which are not often beneficial to the british public and are exercised with considerable difficulty. there is also an argument that for safety reasons it would be more beneficial for railway maintenance and locomotive operators not to be commercially separate.
3115,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_2,[{'type': 'date'| 'filler': 'next year'}],i have already confirmed on several occasions my intention to propose further substantial reform in the rail sector next year.
3116,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_23,[],however some amendments would restrict their interventions to cases of discrimination and impede interventions to correct other undesirable distortions of the market.
3117,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_1,[{'type': 'date'| 'filler': 'tomorrow'}| {'type': 'date'| 'filler': 'two thousand and twelve'}],the commission will present its work programme for two thousand and twelve tomorrow.
3118,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_17,[{'type': 'ordinal'| 'filler': 'secondly'}],secondly debt write off by member states can only relate to so called historical debt incurred before market opening.
3119,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_7,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'org'| 'filler': 'council'}],i am fully aware that discussions in both council and parliament proved to be difficult and subject to intense lobbying from various stakeholders.
3120,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_26,[{'type': 'ordinal'| 'filler': 'seventhly'}| {'type': 'ordinal'| 'filler': 'second'}],the second would put an unnecessary administrative burden on infrastructure managers. seventhly amendments restricting or removing powers for the commission to adopt delegated or implementing acts often relate to non essential elements. we need to make technical adjustments which practically should not be done in co decision.
3121,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_20,[],new exemptions to infrastructure charging cannot be justified by any objective criteria.
3122,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_9,[{'type': 'date'| 'filler': 'ten years ago'}],in some cases some of the principles and rules already agreed ten years ago have been challenged in an attempt to undermine ongoing infringement procedures.
3123,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_22,[{'type': 'ordinal'| 'filler': 'fifthly'}],fifthly experience shows that the competence of national regulators must be extended.
3124,fine-tune/20111114-0900-PLENARY-9-en_20111114-17:27:41_13,[{'type': 'law'| 'filler': 'articles six'}| {'type': 'date'| 'filler': 'end of two thousand and twelve'}| {'type': 'ordinal'| 'filler': 'first'}| {'type': 'org'| 'filler': 'council'}],these amendments would be a step backward compared to the text agreed by council and even compared to existing law which is not acceptable for the commission. let me insist on some of these first the issue of separation between infrastructure managers and railway undertakings will be subject to new proposals at the end of two thousand and twelve and therefore all amendments in relation to articles six and
3125,fine-tune/20111114-0900-PLENARY-9-en_20111114-18:21:33_7,[{'type': 'loc'| 'filler': 'europe'}],in europe as a whole. these are the basic points.
3126,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_13,[{'type': 'gpe'| 'filler': 'uk'}],it is the uk's leading business organisation.
3127,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_31,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'law'| 'filler': 'amendment two'}],amendment two highlights the recent trend of companies towards returning production and services to europe and the opportunities this brings for job creation.
3128,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_24,[],' so my report on creating a hospitable environment for business covers a number of areas.
3129,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_22,[{'type': 'cardinal'| 'filler': 'two thirds'}| {'type': 'loc'| 'filler': 'europe'}| {'type': 'percent'| 'filler': 'eighty five per cent'}],small businesses create eighty five per cent of all new jobs in europe and employ two thirds of the workforce.
3130,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_26,[],skills to compete and succeed globally we need a workforce with the skills that the market needs.
3131,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_28,[],we must recognise that some businesses fail but those with the courage and vision to have started them have learned from the experience and should not be written off.
3132,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_11,[],and i would like to pay tribute to an organisation which speaks on behalf of smes.
3133,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_33,[],improved quality control and shorter lead times make the case for reshoring even stronger.
3134,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_17,[],it is exciting inspiring and challenging to set up your own business and to contribute to the economy.
3135,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_35,[{'type': 'loc'| 'filler': 'europe'}],i hope that colleagues will support this report as an important step forward to creating a more hospitable environment for job creation in europe and i look forward to the debate ahead.
3136,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_2,[],this of course should not come at the expense of workers' health and safety and that is something i would like to clarify before we go any further in this debate.
3137,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_4,[],by making it simpler and easier to understand and implement regulations we increase compliance and safety.
3138,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_8,[],i think it is fair to say that we have managed to strike a good balance.
3139,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_9,[{'type': 'gpe'| 'filler': 'eu'}],we have reached agreement on a number of issues including how the eu and member states can improve access to finance promote entrepreneurship and develop better regulation.
3140,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_1,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'loc'| 'filler': 'europe'}],i believe all of us here can agree that in order to address unemployment levels in europe we need to look at new innovative ways in which the eu can contribute to creating an environment that supports businesses and gives them confidence to invest and grow.
3141,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_7,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'cardinal'| 'filler': 'ten'}| {'type': 'ordinal'| 'filler': 'first'}| {'type': 'law'| 'filler': 'small businesses act'}],initially with the small businesses act and more recently the think small first' principle the sme test the refit programme and the top ten initiative which has identified the top ten most burdensome eu laws for smes. while acknowledging the broad spectrum of political views on some of the issues addressed in this report
3142,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_3,[],my ambition is not to reduce the protection of workers or their rights but it is to reduce the red tape.
3143,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_5,[{'type': 'loc'| 'filler': 'europe'}],we must create the right regulatory environment one that will protect workers but at the same time will allow businesses to grow innovate and ultimately create jobs here in europe.
3144,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_29,[],the report covers demographics market access finance labour markets smes and micro enterprises and better regulation.
3145,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_10,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'cardinal'| 'filler': 'ninety million'}],the roots of this report are based on the fact that smes and micro enterprises currently provide ninety million jobs in the private sector in the eu.
3146,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_32,[{'type': 'loc'| 'filler': 'europe'}| {'type': 'gpe'| 'filler': 'uk'}| {'type': 'date'| 'filler': 'in the next few years'}| {'type': 'cardinal'| 'filler': 'zero'}| {'type': 'cardinal'| 'filler': 'two hundred'}],it is estimated that two hundred zero jobs could be created in the next few years as companies return activities to the uk and other parts of europe.
3147,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_16,[{'type': 'loc'| 'filler': 'europe'}],entrepreneurship is at the heart of a competitive europe in a world of fast growing economies.
3148,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_34,[],i believe that our economies have a unique opportunity to accelerate this trend of reshoring jobs and that member states together with the commission must take concrete steps to help businesses capitalise.
3149,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_27,[{'type': 'date'| 'filler': 'last three years'}| {'type': 'cardinal'| 'filler': 'thirty seven'}| {'type': 'cardinal'| 'filler': 'forty five'}| {'type': 'gpe'| 'filler': 'eu'}],entrepreneurship it is troubling that the number of eu citizens who want to be self employed has dropped from forty five to thirty seven in the last three years.
3150,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_21,[{'type': 'gpe'| 'filler': 'eu'}],investing in skills and making sure employment and social law is flexible manageable and created with small businesses in mind while ensuring a level playing field across the eu.
3151,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_18,[{'type': 'norp'| 'filler': 'european'}],therefore the european institutions and the member states must establish a culture of entrepreneurship for businesses to start up survive and grow while being able to remain competitive in today's global markets.
3152,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_25,[],the cost and complexity of starting up a business must be reduced.
3153,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_12,[{'type': 'org'| 'filler': 'federation of small businesses'}],it is the federation of small businesses.
3154,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_30,[{'type': 'cardinal'| 'filler': 'eighty four'}],along with eighty four other meps i have tabled a plenary amendment which i really hope you can all support.
3155,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:25:23_14,[{'type': 'norp'| 'filler': 'european'}],i have here their call to european politicians in their manifesto for the elections coming up.
3156,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:57:12_2,[],we differ however on how to go about it.
3157,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:57:12_4,[],i feel this is unlikely.
3158,fine-tune/20140414-0900-PLENARY-18-en_20140414-22:04:30_1,[],personally i left home this morning at.
3159,fine-tune/20140414-0900-PLENARY-18-en_20140414-22:01:53_6,[],if you are a small business person you spend all day doing the real job and then you have to be the accountant the lawyer and the hr specialist at night.
3160,fine-tune/20140414-0900-PLENARY-18-en_20140414-22:01:53_0,[{'type': 'cardinal'| 'filler': 'one'}| {'type': 'ordinal'| 'filler': 'firstly'}],mr president we have heard a number of very key points in this debate firstly that businesses particularly smes must be equipped and supported with knowledge and know how on how to access much needed finance for example through one stop shops and web portals;
3161,fine-tune/20140414-0900-PLENARY-18-en_20140414-22:01:53_4,[{'type': 'cardinal'| 'filler': 'five hundred million'}| {'type': 'norp'| 'filler': 'european'}| {'type': 'org'| 'filler': 'federation of small businesses'}],the federation of small businesses tells us that the european market with its five hundred million customers is very attractive for small firms.
3162,fine-tune/20140414-0900-PLENARY-18-en_20140414-22:01:53_2,[{'type': 'person'| 'filler': 'rbig'}],i am grateful to mr rbig for raising that particular issue that the whole matter of becoming an entrepreneur is what we need to teach people.
3163,fine-tune/20140414-0900-PLENARY-18-en_20140414-22:01:53_5,[],it is up to us as legislators to cut the red tape and the burden on businesses.
3164,fine-tune/20140414-0900-PLENARY-18-en_20140414-22:01:53_7,[],it is our job to cut that bit so that the business can concentrate on its core role of creating wealth growing and being able to employ more people.
3165,fine-tune/20140414-0900-PLENARY-18-en_20140414-22:01:53_9,[],i hope that we can all unite in calling for the cutting of red tape and the increasing of business opportunities to create jobs and let our companies thrive.
3166,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:55:02_1,[{'type': 'date'| 'filler': 'two decades'}],this report makes a significant contribution to this debate by focusing on the importance of entrepreneurship something which i myself have been advocating should play a bigger role in education for at least two decades and also creating the right climate for smes notably by looking closely at the regulatory burden which we impose upon them.
3167,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:55:02_3,[{'type': 'norp'| 'filler': 'greens'}],for example the greens do not seem to think that we should make sure that our education and training systems adapt to business needs through stem skills nor that the free trade agreements provide opportunities for investment and jobs.
3168,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:55:02_4,[{'type': 'norp'| 'filler': 'socialists'}],the socialists do not seem to think that social partner agreements should be subject to democratic controls.
3169,fine-tune/20140414-0900-PLENARY-18-en_20140414-21:55:02_5,[{'type': 'gpe'| 'filler': 'union'}],we should be aiming for an efficient union which keeps the better regulation agenda at its core so we need to include all the positive elements in this report.
3170,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_8,[{'type': 'loc'| 'filler': 'euro area'}| {'type': 'cardinal'| 'filler': 'one'}],this has many great advantages only one bank account will be needed for the whole euro area.
3171,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_2,[{'type': 'org'| 'filler': 'econ'}| {'type': 'person'| 'filler': 'bowles'}| {'type': 'org'| 'filler': 'econ committee'}| {'type': 'person'| 'filler': 'barnier'}| {'type': 'org'| 'filler': 'council'}],she would like to thank the representatives of the council commissioner barnier the chair of the econ committee ms bowles the shadow rapporteurs and all those who proposed amendments and contributed to this excellent result as well as the econ secretariat which
3172,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_18,[],since moving to sepa has been too slow in the past this regulation sets a clear end date for the transition.
3173,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_16,[],consumers will have real options to compare prices and get the best price.
3174,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_17,[{'type': 'loc'| 'filler': 'sepa'}| {'type': 'money'| 'filler': 'hundreds of euros'}| {'type': 'gpe'| 'filler': 'eu'}],buying a computer from the cheapest eu retailer may save hundreds of euros making prices go down everywhere in the single market. therefore sepa is in many ways essential for a well functioning internal market.
3175,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_11,[{'type': 'gpe'| 'filler': 'eu'}| {'type': 'loc'| 'filler': 'sepa'}],sepa is good news at present concerning the euro and the eu. it will open up national markets to competition and make the payment sector more effective.
3176,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_26,[{'type': 'date'| 'filler': 'two extra years'}],a member state may also allow consumers to use their old bank account number instead of ibans for two extra years.
3177,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_15,[{'type': 'gpe'| 'filler': 'eu'}],easy payments also make it very easy to buy goods and services via the internet from all over the eu.
3178,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_3,[{'type': 'norp'| 'filler': 'european'}| {'type': 'loc'| 'filler': 'single european payment area'}],makes our work possible. the completion of the single european payment area is of great importance for the european internal market and has numerous benefits for our citizens.
3179,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_9,[],if a person is working abroad he or she will not need a new bank account in that country and may receive his or her salary to the one bank account in his or her own home country.
3180,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:27:40_7,[{'type': 'loc'| 'filler': 'euro area'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'loc'| 'filler': 'sepa'}],with sepa only one bank account is needed for the whole euro area by using the international bank account number or iban.
3181,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_7,[{'type': 'loc'| 'filler': 'europe'}],sorry but we need to change europe needs to change.
3182,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_9,[],we need to strengthen our economic position in the world. payments are the lubricant of the single market certainly with a view to e commerce and therefore i hope that all the member states will meet the deadlines which are very generous.
3183,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_3,[{'type': 'loc'| 'filler': 'sepa'}],quite frankly if you listen to the benefits that we expect to get from sepa it is completely incomprehensible why it has to take so long why there are such long transition periods and why there are so many exemptions.
3184,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_4,[],we are in the middle of an economic crisis.
3185,fine-tune/20120213-0900-PLENARY-14-en_20120213-19:45:00_8,[],we need to complete the internal market;
3186,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:15:10_16,[{'type': 'money'| 'filler': 'eur one hundred and eighty billion'}| {'type': 'money'| 'filler': 'eur sixty billion'}| {'type': 'org'| 'filler': 'eib'}| {'type': 'money'| 'filler': 'eur ten billion'}],for instance a capital increase of eur ten billion would allow the eib to lend approximately eur sixty billion which in turn would attract other financing sources for a total investment of eur one hundred and eighty billion
3187,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:15:10_22,[{'type': 'org'| 'filler': 'european investment bank'}],to provide without any delay additional capital to the european investment bank.
3188,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:15:10_13,[{'type': 'date'| 'filler': 'two thousand and eight'}| {'type': 'org'| 'filler': 'world bank'}| {'type': 'org'| 'filler': 'eib'}],the eib with a lending capacity several times the size of the world bank has been playing a key role in tackling the crisis since two thousand and eight but it is reaching the limits of what it can do with its current capital base.
3189,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:15:10_17,[],for new projects of infrastructure innovation and so on.
3190,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:18:07_7,[],i sent a letter to these governments in order to encourage them to reconsider their decisions and in the forthcoming employment package we also point to the importance of this.
3191,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:20:21_5,[{'type': 'org'| 'filler': 'ecb'}],so my question is why do you want to make it an exhaustive list and why do you not change the logic of the ecb instead of aligning with it when it comes to control measures?
3192,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:03:33_4,[],governments have to address these situations.
3193,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:03:33_1,[],indeed the objective is fully in line with the commission's belief that we have to create a dynamic and inclusive labour market.
3194,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:06:30_5,[],especially to open up competition in product and services markets to improve the business environment and to make better use of structural funds for investment will be crucial in delivering their full benefits.
3195,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:55:50_4,[{'type': 'time'| 'filler': 'thirty seconds'}| {'type': 'time'| 'filler': 'one minute'}],each member has one minute to put his or her question and thirty seconds to put a supplementary.
3196,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:55:50_5,[{'type': 'time'| 'filler': 'one minute'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'cardinal'| 'filler': 'one'}| {'type': 'time'| 'filler': 'two minutes'}],the commission has two minutes to reply if only one commissioner is to be responsible for answering. if more than one commissioner is to reply each commissioner has one minute's speaking time.
3197,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:59:23_7,[],there was a reference in the forthcoming employment package to the continuing work on restructuring and we will soon after evaluating these summaries decide on what the next follow up should be. we will of course coordinate with the social partners about this decision but let me just finally mention that there is also an important financial implication because in such situations the governments can request the globalisation adjustment fund if the conditions apply.
3198,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:59:23_1,[],this discussion has a certain history with strong involvement by the social partners the trade unions and on the other side the employers having strong views especially because in the crisis period there have been heavy implications as a result of corporate relocations
3199,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:59:23_5,[],in this phase the commission is summarising the answers.
3200,fine-tune/20120418-0900-PLENARY-4-en_20120418-09:59:23_4,[],i think such examples provide lessons for how to develop this discussion.
3201,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:31:18_0,[{'type': 'org'| 'filler': 'european commission'}],yes indeed this is a very important initiative and a very practical initiative of the european commission.
3202,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:58:23_1,[{'type': 'norp'| 'filler': 'european'}],i would like to ask the commissioner whether he does not think it is going a little bit too far to take this to european level considering that most member states do not have these provisions in their whole legal framework.
3203,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:58:23_2,[],this applies particularly to those member states that have developed economies based on large numbers of very specialised contractors.
3204,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:58:23_3,[],in fact these contractors are largely thought of as suppliers.
3205,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:45:06_4,[{'type': 'gpe'| 'filler': 'slovakia'}],perhaps that dimension should be looked at in slovakia and strengthened in the coming period. when i have an opportunity to meet officials of the new government i will certainly raise this point.
3206,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:22:41_0,[],well i think that we disagree on that interpretation but we can probably discuss that in the future in a follow up.
3207,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:20:03_0,[],is the commission satisfied with the explanation you received from the member states which are still keeping the restrictions claiming that our presence will distort the labour market?
3208,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:51:34_0,[{'type': 'time'| 'filler': 'half an hour'}],we have about half an hour left and i have too many questions for that time.
3209,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:59:43_2,[{'type': 'loc'| 'filler': 'europe'}],i think it is also important to note that most of the famous so called controversial cases in the history of the posting of workers in europe come from countries or areas where this liability regime is not applied.
3210,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:15:21_3,[{'type': 'gpe'| 'filler': 'union'}],however when exercising their power the member states must comply with union law in particular the provisions of the treaty on the freedom of establishment and the freedom to provide services.
3211,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:15:21_4,[],the court clearly stated that the right to strike does not fall outside the scope of the freedom of establishment and the freedom to provide services.
3212,fine-tune/20120418-0900-PLENARY-4-en_20120418-10:15:21_5,[],i can also add that the regulation lays down general principles with respect to the exercise of the right to strike within the context of the freedom of establishment and the freedom to provide services.
3213,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:01:23_1,[],i just wanted to point that out.
3214,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:21:28_1,[],however the freedom to provide services must also be respected.
3215,fine-tune/20120418-0900-PLENARY-4-en_20120418-11:21:28_3,[{'type': 'law'| 'filler': 'enforcement directive'}],in order to provide for legal certainty the enforcement directive indicates clearly which control measures are proportionate and justified.
3216,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:02:21_3,[{'type': 'norp'| 'filler': 'british'}| {'type': 'gpe'| 'filler': 'uk'}],most of the uk's energy network is now operated by non british firms.
3217,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:02:21_1,[{'type': 'gpe'| 'filler': 'pembrokeshire'}| {'type': 'money'| 'filler': 'billion pounds'}| {'type': 'money'| 'filler': 'gbp four hundred and fifty million'}| {'type': 'norp'| 'filler': 'german'}| {'type': 'org'| 'filler': 'rwe'}| {'type': 'gpe'| 'filler': 'wales'}],in my own constituency of wales rwe a german company recently spent gbp four hundred and fifty million on non renewable energy generation and a further billion pounds on a state of the art gas power station in pembrokeshire.
3218,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_6,[{'type': 'norp'| 'filler': 'socialist'}],however we ended up voting for the socialist amendment which i believe will not work well.
3219,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_8,[],after all savings are good in any language or i would think for any political party.
3220,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_3,[{'type': 'org'| 'filler': 'parliament'}| {'type': 'date'| 'filler': 'two thousand and twelve'}| {'type': 'cardinal'| 'filler': 'twenty four'}| {'type': 'money'| 'filler': 'eur fifteen million'}| {'type': 'org'| 'filler': 'parliament'}],the parliament pays out over eur fifteen million per year on translations for twenty four languages and worse still in two thousand and twelve the parliament wasted eur.
3221,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_5,[],i welcome this report which proposed a system of interpretation on demand.
3222,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_1,[{'type': 'person'| 'filler': 'shakespeare'}],for their benefit i will try to speak slowly avoid jokes and refrain from littering my speeches with quotations from shakespeare!
3223,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:25:13_7,[],it is a shame that this house has missed an opportunity to save more money.
3224,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:56:10_4,[{'type': 'cardinal'| 'filler': 'fifty'}| {'type': 'person'| 'filler': 'mccarthy'}],to regain the public's confidence in the industry now it is absolutely essential that a zero tolerance approach is taken and that those found to be abusing the system are criminally prosecuted. this proposal under ms mccarthy's report will introduce fines of up to fifty of turnover for companies that commit unlawful behaviour as well as providing the option of imposing bans on operating but i believe that custodial sentences also need to be considered.
3225,fine-tune/20130910-0900-PLENARY-9-en_20130910-12:56:10_1,[],such importance however should not exclude the industry from supervision and effective policing and regulation where necessary.
3226,fine-tune/20130910-0900-PLENARY-9-en_20130910-13:29:16_1,[],streamline the interpretation and translation given in committee meetings while guaranteeing and i think this is really important that the principle of multilingualism is not compromised by any changes made.
