ID,duration,wav,semantics,transcript
49921,3.52,slurp_real/audio-1490019116-headset.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'music_genre'| 'filler': 'oldies'}]},turn on the oldies playlist on my radio
49922,3.5835,slurp_real/audio-1490019116.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'music_genre'| 'filler': 'oldies'}]},turn on the oldies playlist on my radio
49923,1.472,slurp_real/audio-1498572848-headset.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': [{'type': 'place_name'| 'filler': 'neighbourhood'}]},what's up in the neighbourhood
49924,1.5998125,slurp_real/audio-1498572848.flac,{'scenario': 'recommendation'| 'action': 'events'| 'entities': [{'type': 'place_name'| 'filler': 'neighbourhood'}]},what's up in the neighbourhood
49925,2.432,slurp_real/audio-1490967427-headset.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': 'canadian dollar'}| {'type': 'currency_name'| 'filler': 'us'}]},what is a canadian dollar worth in the us
49926,2.4316875,slurp_real/audio-1490967427.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': [{'type': 'currency_name'| 'filler': 'canadian dollar'}| {'type': 'currency_name'| 'filler': 'us'}]},what is a canadian dollar worth in the us
49927,3.008,slurp_real/audio-1490109881-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},i want to know how many feet are in a mile
49928,3.071625,slurp_real/audio-1490109881.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},i want to know how many feet are in a mile
49929,2.944,slurp_real/audio-1490006677-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},i want to know how many feet are in a mile
49930,3.071625,slurp_real/audio-1490006677.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},i want to know how many feet are in a mile
49931,3.136,slurp_real/audio-1498646383-headset.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},i want to know how many feet are in a mile
49932,3.1355625,slurp_real/audio-1498646383.flac,{'scenario': 'qa'| 'action': 'factoid'| 'entities': []},i want to know how many feet are in a mile
49933,2.24,slurp_real/audio-1490200533-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},add the song the new playlist
49934,2.432,slurp_real/audio-1490263386-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},add the song the new playlist
49935,2.4316875,slurp_real/audio-1490263386.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': []},add the song the new playlist
49936,2.752,slurp_real/audio-1490108029-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'capabara'}]},how do you describe a capabara
49937,2.815625,slurp_real/audio-1490108029.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'capabara'}]},how do you describe a capabara
49938,1.344,slurp_real/audio-1501759251-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': []},hey olly what's the time
49939,2.496,slurp_real/audio--1505323926-headset.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}| {'type': 'timeofday'| 'filler': 'evening'}]},how will be the weather today in the evening
49940,2.5596875,slurp_real/audio--1505323926.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}| {'type': 'timeofday'| 'filler': 'evening'}]},how will be the weather today in the evening
49941,3.1355625,slurp_real/audio-1497367914.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'today'}| {'type': 'timeofday'| 'filler': 'evening'}]},how will be the weather today in the evening
49942,4.928,slurp_real/audio-1501692939-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'work meeting'}| {'type': 'time'| 'filler': 'twelve pm'}| {'type': 'general_frequency'| 'filler': 'every thursday'}| {'type': 'date'| 'filler': 'february'}]},please set work meeting at twelve pm for every thursday in february
49943,5.4335,slurp_real/audio-1501692939.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'work meeting'}| {'type': 'time'| 'filler': 'twelve pm'}| {'type': 'general_frequency'| 'filler': 'every thursday'}| {'type': 'date'| 'filler': 'february'}]},please set work meeting at twelve pm for every thursday in february
49944,7.104,slurp_real/audio-1499245879-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'work meeting'}| {'type': 'time'| 'filler': 'twelve pm'}| {'type': 'general_frequency'| 'filler': 'every thursday'}| {'type': 'date'| 'filler': 'february'}]},please set work meeting at twelve pm for every thursday in february
49945,7.167,slurp_real/audio-1499245879.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'work meeting'}| {'type': 'time'| 'filler': 'twelve pm'}| {'type': 'general_frequency'| 'filler': 'every thursday'}| {'type': 'date'| 'filler': 'february'}]},please set work meeting at twelve pm for every thursday in february
49946,1.28,slurp_real/audio-1490200298-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49947,1.664,slurp_real/audio-1500980039-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49948,1.6638125,slurp_real/audio-1500980039.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49949,2.56,slurp_real/audio-1501758405-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49950,2.5596875,slurp_real/audio-1501758405.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49951,2.04775,slurp_real/audio-1489153044.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49952,1.984,slurp_real/audio-1497869964-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49953,2.04775,slurp_real/audio-1497869964.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49954,1.984,slurp_real/audio--1504190609-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49955,1.91975,slurp_real/audio--1504190609.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49956,2.624,slurp_real/audio-1501772438-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49957,2.5596875,slurp_real/audio-1501772438.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49958,2.112,slurp_real/audio-1501685442-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49959,2.04775,slurp_real/audio-1501685442.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49960,3.63,slurp_real/audio-1488538927.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49961,3.28,slurp_real/audio-1488556107.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49962,3.47,slurp_real/audio-1488638444.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49963,2.496,slurp_real/audio--1506078514-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49964,2.4316875,slurp_real/audio--1506078514.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49965,2.624,slurp_real/audio-1490105802-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49966,2.6236875,slurp_real/audio-1490105802.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': ""peter's""}| {'type': 'event_name'| 'filler': 'birthday'}]}",when is peter's birthday
49967,2.4956875,slurp_real/audio-1497367634.flac,{'scenario': 'weather'| 'action': 'query'| 'entities': []},what is the weather report
49968,3.4555625,slurp_real/audio-1488970115.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'music_genre'| 'filler': 'kxly'}]},can you play kxly for me
49969,2.624,slurp_real/audio-1490005874-headset.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'music_genre'| 'filler': 'kxly'}]},can you play kxly for me
49970,2.687625,slurp_real/audio-1490005874.flac,{'scenario': 'play'| 'action': 'radio'| 'entities': [{'type': 'music_genre'| 'filler': 'kxly'}]},can you play kxly for me
49971,1.344,slurp_real/audio-1497860337-headset.flac,{'scenario': 'news'| 'action': 'query'| 'entities': []},what's new
49972,1.79175,slurp_real/audio-1499697775.flac,{'scenario': 'news'| 'action': 'query'| 'entities': []},what's new
49973,2.688,slurp_real/audio-1501756107-headset.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': [{'type': 'relation'| 'filler': 'son'}| {'type': 'date'| 'filler': 'today'}]},my son was born today
49974,2.687625,slurp_real/audio-1501756107.flac,{'scenario': 'general'| 'action': 'quirky'| 'entities': [{'type': 'relation'| 'filler': 'son'}| {'type': 'date'| 'filler': 'today'}]},my son was born today
49975,1.984,slurp_real/audio-1494608445-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'vice president'}| {'type': 'date'| 'filler': 'monday'}]},schedule a meeting with the vice president on monday
49976,2.04775,slurp_real/audio-1494608445.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'meeting'}| {'type': 'relation'| 'filler': 'vice president'}| {'type': 'date'| 'filler': 'monday'}]},schedule a meeting with the vice president on monday
49977,2.17575,slurp_real/audio-1501752116.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'todays'}]},todays date
49978,1.344,slurp_real/audio-1492783067-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': 'todays'}]},todays date
49979,2.944,slurp_real/audio-1499690667-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': ""next month's""}]}",list next month's events
49980,2.943625,slurp_real/audio-1499690667.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': ""next month's""}]}",list next month's events
49981,2.88,slurp_real/audio-1501414380-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': ""next month's""}]}",list next month's events
49982,3.2740625,slurp_real/audio-1501414380.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': ""next month's""}]}",list next month's events
49983,2.432,slurp_real/audio-1490008497-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': ""next month's""}]}",list next month's events
49984,2.5596875,slurp_real/audio-1490008497.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': ""next month's""}]}",list next month's events
49985,2.3676875,slurp_real/audio-1488987502.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': ""next month's""}]}",list next month's events
49986,2.943625,slurp_real/audio-1497369039.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': ""next month's""}]}",list next month's events
49987,2.24,slurp_real/audio-1501158332-headset.flac,"{'scenario': 'calendar'| 'action': 'query'| 'entities': [{'type': 'date'| 'filler': ""next month's""}]}",list next month's events
49988,3.648,slurp_real/audio-1497262917-headset.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': []},which bank will give better rate for currencies i have
49989,3.392,slurp_real/audio-1434530776-headset.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': []},which bank will give better rate for currencies i have
49990,4.416,slurp_real/audio-1497866801-headset.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': []},which bank will give better rate for currencies i have
49991,4.479375,slurp_real/audio-1497866801.flac,{'scenario': 'qa'| 'action': 'currency'| 'entities': []},which bank will give better rate for currencies i have
49992,3.2,slurp_real/audio-1501150373-headset.flac,{'scenario': 'iot'| 'action': 'wemo_on'| 'entities': [{'type': 'device_type'| 'filler': 'wemo socket'}]},please turn on wemo socket
49993,3.622375,slurp_real/audio-1501150373.flac,{'scenario': 'iot'| 'action': 'wemo_on'| 'entities': [{'type': 'device_type'| 'filler': 'wemo socket'}]},please turn on wemo socket
49994,2.496,slurp_real/audio-1499688777-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'pressure washer'}]},what is a pressure washer
49995,2.4316875,slurp_real/audio-1499688777.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'pressure washer'}]},what is a pressure washer
49996,2.304,slurp_real/audio-1500040503-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'pressure washer'}]},what is a pressure washer
49997,2.3036875,slurp_real/audio-1500040503.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'pressure washer'}]},what is a pressure washer
49998,1.92,slurp_real/audio-1499694221-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'pressure washer'}]},what is a pressure washer
49999,1.79175,slurp_real/audio-1499694221.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'pressure washer'}]},what is a pressure washer
50000,2.176,slurp_real/audio-1490287123-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set my alarm for six am tomorrow
50001,3.328,slurp_real/audio-1498757813-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set my alarm for six am tomorrow
50002,3.3275625,slurp_real/audio-1498757813.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set my alarm for six am tomorrow
50003,3.584,slurp_real/audio-1501777056-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set my alarm for six am tomorrow
50004,3.5195625,slurp_real/audio-1501777056.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set my alarm for six am tomorrow
50005,2.944,slurp_real/audio--1506079435-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set my alarm for six am tomorrow
50006,3.007625,slurp_real/audio--1506079435.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set my alarm for six am tomorrow
50007,2.048,slurp_real/audio-1495378519-headset.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set my alarm for six am tomorrow
50008,2.17575,slurp_real/audio-1495378519.flac,{'scenario': 'alarm'| 'action': 'set'| 'entities': [{'type': 'time'| 'filler': 'six am'}| {'type': 'date'| 'filler': 'tomorrow'}]},set my alarm for six am tomorrow
50009,3.136,slurp_real/audio-1501757641-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'poltergeist'}]},describe what a poltergeist is
50010,3.071625,slurp_real/audio-1501757641.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'poltergeist'}]},describe what a poltergeist is
50011,2.752,slurp_real/audio-1501774011-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'poltergeist'}]},describe what a poltergeist is
50012,2.687625,slurp_real/audio-1501774011.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'poltergeist'}]},describe what a poltergeist is
50013,2.688,slurp_real/audio-1501767986-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': [{'type': 'list_name'| 'filler': 'shopping'}]},add soup to my shopping list
50014,2.687625,slurp_real/audio-1501767986.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': [{'type': 'list_name'| 'filler': 'shopping'}]},add soup to my shopping list
50015,1.92,slurp_real/audio-1502198056-headset.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': [{'type': 'list_name'| 'filler': 'shopping'}]},add soup to my shopping list
50016,1.91975,slurp_real/audio-1502198056.flac,{'scenario': 'lists'| 'action': 'createoradd'| 'entities': [{'type': 'list_name'| 'filler': 'shopping'}]},add soup to my shopping list
50017,2.176,slurp_real/audio-1502201349-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'sean'}]},have i gotten an email from sean
50018,2.56,slurp_real/audio-1501152714-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'sean'}]},have i gotten an email from sean
50019,2.995375,slurp_real/audio-1501152714.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'sean'}]},have i gotten an email from sean
50020,1.6,slurp_real/audio-1495370844-headset.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'sean'}]},have i gotten an email from sean
50021,1.6638125,slurp_real/audio-1495370844.flac,{'scenario': 'email'| 'action': 'query'| 'entities': [{'type': 'person'| 'filler': 'sean'}]},have i gotten an email from sean
50022,3.072,slurp_real/audio-1501688992-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'event_name'| 'filler': 'birthday'}| {'type': 'media_type'| 'filler': 'facebook'}]},please post happy birthday usa on facebook
50023,3.1715625,slurp_real/audio-1501688992.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'event_name'| 'filler': 'birthday'}| {'type': 'media_type'| 'filler': 'facebook'}]},please post happy birthday usa on facebook
50024,3.136,slurp_real/audio-1490705498-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'event_name'| 'filler': 'birthday'}| {'type': 'media_type'| 'filler': 'facebook'}]},please post happy birthday usa on facebook
50025,3.1995625,slurp_real/audio-1490705498.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'event_name'| 'filler': 'birthday'}| {'type': 'media_type'| 'filler': 'facebook'}]},please post happy birthday usa on facebook
50026,2.432,slurp_real/audio-1494417918-headset.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'event_name'| 'filler': 'birthday'}| {'type': 'media_type'| 'filler': 'facebook'}]},please post happy birthday usa on facebook
50027,2.5596875,slurp_real/audio-1494417918.flac,{'scenario': 'social'| 'action': 'post'| 'entities': [{'type': 'event_name'| 'filler': 'birthday'}| {'type': 'media_type'| 'filler': 'facebook'}]},please post happy birthday usa on facebook
50028,2.048,slurp_real/audio-1490019163-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50029,2.17575,slurp_real/audio-1490019163.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50030,1.024,slurp_real/audio-1490022325-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50031,1.279875,slurp_real/audio-1490022325.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50032,1.28,slurp_real/audio-1501751977-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50033,1.279875,slurp_real/audio-1501751977.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50034,3.136,slurp_real/audio-1497267127-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50035,3.1355625,slurp_real/audio-1497267127.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50036,3.84,slurp_real/audio-1497267496-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50037,3.392,slurp_real/audio-1497269611-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50038,3.5195625,slurp_real/audio-1497269611.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50039,1.472,slurp_real/audio-1434533104-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50040,1.4718125,slurp_real/audio-1434533104.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50041,1.6,slurp_real/audio-1497879843-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50042,1.6638125,slurp_real/audio-1497879843.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50043,1.6,slurp_real/audio-1497883169-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50044,1.6638125,slurp_real/audio-1497883169.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50045,2.112,slurp_real/audio-1501408431-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50046,2.438125,slurp_real/audio-1501408431.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50047,1.792,slurp_real/audio-1502894206-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50048,1.279875,slurp_real/audio-1502894206.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50049,2.048,slurp_real/audio-1490008746-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50050,2.11175,slurp_real/audio-1490008746.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50051,1.92,slurp_real/audio-1501772885-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50052,1.79175,slurp_real/audio-1501772885.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50053,1.6,slurp_real/audio-1490182007-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50054,1.6638125,slurp_real/audio-1490182007.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50055,2.815625,slurp_real/audio-1499361307.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50056,1.28,slurp_real/audio-1502376072-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50057,0.6399375,slurp_real/audio-1502376072.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50058,3.072,slurp_real/audio-1434539762-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50059,3.071625,slurp_real/audio-1434539762.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50060,2.432,slurp_real/audio-1492779988-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50061,1.024,slurp_real/audio-1494418156-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50062,1.087875,slurp_real/audio-1494418156.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50063,1.344,slurp_real/audio-1494607094-headset.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50064,1.4078125,slurp_real/audio-1494607094.flac,{'scenario': 'iot'| 'action': 'coffee'| 'entities': []},make me a coffee
50065,3.8395,slurp_real/audio-1500039345.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'dance bar'}]},can you give me some idea about dance bar
50066,3.072,slurp_real/audio-1434538575-headset.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'dance bar'}]},can you give me some idea about dance bar
50067,3.1995625,slurp_real/audio-1434538575.flac,{'scenario': 'qa'| 'action': 'definition'| 'entities': [{'type': 'definition_word'| 'filler': 'dance bar'}]},can you give me some idea about dance bar
50068,4.8633125,slurp_real/audio-1488983891.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'festival'}| {'type': 'date'| 'filler': 'next month'}]},notify me about any festival occurring next month
50069,2.048,slurp_real/audio-1490007997-headset.flac,{'scenario': 'calendar'| 'action': 'set'| 'entities': [{'type': 'event_name'| 'filler': 'festival'}| {'type': 'date'| 'filler': 'next month'}]},notify me about any festival occurring next month
50070,2.944,slurp_real/audio-1501768554-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'miami'}]},report the time in miami
50071,2.815625,slurp_real/audio-1501768554.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'miami'}]},report the time in miami
50072,2.816,slurp_real/audio-1497879597-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'miami'}]},report the time in miami
50073,2.815625,slurp_real/audio-1497879597.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'miami'}]},report the time in miami
50074,2.368,slurp_real/audio-1490020169-headset.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'miami'}]},report the time in miami
50075,2.4316875,slurp_real/audio-1490020169.flac,{'scenario': 'datetime'| 'action': 'query'| 'entities': [{'type': 'place_name'| 'filler': 'miami'}]},report the time in miami
